path	token	line_sha256	occurrence	category	reason
.git-blame-ignore-revs	zed-industries	f566e4cae5e087ab7b533898ceea1fabb412dc070a5d3b67def077f01072f956	1	historical	At .git-blame-ignore-revs:35, `zed-industries` identifies the immutable upstream repository in a Git history citation.
.git-blame-ignore-revs	zed-industries	f61ca14d717395c20ebfe139d57598d81a275a9ed07d88db249bcda8158d41b9	1	historical	At .git-blame-ignore-revs:23, `zed-industries` identifies the immutable upstream repository in a Git history citation.
.gitattributes	zed	fd3114be247a19330f82f4588b9931b6a33893f2eb49f5482bfd974644411876	1	abi	At .gitattributes:5, `zed` is a retained workspace module, crate, or source path required by the current build graph and is not a packaged product label.
.github/CODEOWNERS.hold	zed	05c6d4371ef036874a625603338bbcb1585e4ca6e3c0392b02d02fe763379821	1	upstream	At .github/CODEOWNERS.hold:321, `zed` credits or discusses the actual upstream Zed project rather than presenting it as Orion identity.
.github/CODEOWNERS.hold	zed	8cb95b5247a4dad1332f076990aa1ec17deb5a672c6f0635815026cb0cd962aa	1	compatibility	At .github/CODEOWNERS.hold:210, `zed` is an exact legacy path read, probe, cleanup, or sensitive-path match; canonical new data uses Orion paths.
.github/CODEOWNERS.hold	zed	f8010cf4cb02be5bf5e1e51d56f5fe7bc9075de76bf7ae4e0baffbf21cbf7a23	1	abi	At .github/CODEOWNERS.hold:242, `zed` is a retained workspace module, crate, or source path required by the current build graph and is not a packaged product label.
.github/CODEOWNERS.hold	zed_actions	69579b9762d1b2da508cc8098557a1025cbebaefb3fe129525f9c3b04615e9f2	1	abi	At .github/CODEOWNERS.hold:243, `zed_actions` is a retained Rust crate/package identifier required by the current workspace and external source integrations.
.github/CODEOWNERS.hold	zed_env_vars	6e173a517b39f6f3a11f98e32d39f253cb0b4d1814ea3cc907e5f54a84ce6043	1	abi	At .github/CODEOWNERS.hold:244, `zed_env_vars` is a retained Rust crate/package identifier required by the current workspace and external source integrations.
.github/ISSUE_TEMPLATE/10_bug_report.yml	zed	41cdc4cc5a3253e7b2cfc4c9ddfbf76cc421cf612d7047af1e05b08b142e0edd	1	compatibility	At .github/ISSUE_TEMPLATE/10_bug_report.yml:50, `zed` is explicitly marked as a legacy input, alias, cleanup target, or fallback and is not emitted as canonical Orion identity.
.github/ISSUE_TEMPLATE/10_bug_report.yml	zed	41cdc4cc5a3253e7b2cfc4c9ddfbf76cc421cf612d7047af1e05b08b142e0edd	2	compatibility	At .github/ISSUE_TEMPLATE/10_bug_report.yml:50, `zed` is explicitly marked as a legacy input, alias, cleanup target, or fallback and is not emitted as canonical Orion identity.
.github/ISSUE_TEMPLATE/10_bug_report.yml	zed	41cdc4cc5a3253e7b2cfc4c9ddfbf76cc421cf612d7047af1e05b08b142e0edd	3	compatibility	At .github/ISSUE_TEMPLATE/10_bug_report.yml:50, `zed` is explicitly marked as a legacy input, alias, cleanup target, or fallback and is not emitted as canonical Orion identity.
.github/ISSUE_TEMPLATE/10_bug_report.yml	zed	42643cc76e3debb8bc11c7c03699b303e9e77c7ed15de041a30d44d66a36dc9b	1	compatibility	At .github/ISSUE_TEMPLATE/10_bug_report.yml:86, `zed` is explicitly marked as a legacy input, alias, cleanup target, or fallback and is not emitted as canonical Orion identity.
.github/ISSUE_TEMPLATE/10_bug_report.yml	zed	42643cc76e3debb8bc11c7c03699b303e9e77c7ed15de041a30d44d66a36dc9b	2	compatibility	At .github/ISSUE_TEMPLATE/10_bug_report.yml:86, `zed` is explicitly marked as a legacy input, alias, cleanup target, or fallback and is not emitted as canonical Orion identity.
.github/ISSUE_TEMPLATE/10_bug_report.yml	zed	7a051708a6081114750490af9719e1754aac63f00adfa1d1f4f3e6de065457a0	1	compatibility	At .github/ISSUE_TEMPLATE/10_bug_report.yml:38, `zed` is explicitly marked as a legacy input, alias, cleanup target, or fallback and is not emitted as canonical Orion identity.
.github/ISSUE_TEMPLATE/10_bug_report.yml	zed	7a051708a6081114750490af9719e1754aac63f00adfa1d1f4f3e6de065457a0	2	compatibility	At .github/ISSUE_TEMPLATE/10_bug_report.yml:38, `zed` is explicitly marked as a legacy input, alias, cleanup target, or fallback and is not emitted as canonical Orion identity.
.github/ISSUE_TEMPLATE/10_bug_report.yml	zed	fdf4abb18e78730488e12e50674ab67e3da3435ebc8acb6060f7752a2897c6f6	1	compatibility	At .github/ISSUE_TEMPLATE/10_bug_report.yml:68, `zed` is explicitly marked as a legacy input, alias, cleanup target, or fallback and is not emitted as canonical Orion identity.
.github/ISSUE_TEMPLATE/10_bug_report.yml	zed	fdf4abb18e78730488e12e50674ab67e3da3435ebc8acb6060f7752a2897c6f6	2	compatibility	At .github/ISSUE_TEMPLATE/10_bug_report.yml:68, `zed` is explicitly marked as a legacy input, alias, cleanup target, or fallback and is not emitted as canonical Orion identity.
.github/workflows/bump_orion_studio_version.yml	zed	299592a44e2845eabb75aec1aa7b4ee96ae304dd042b0210b9f5ab01404637c0	1	abi	At .github/workflows/bump_orion_studio_version.yml:165, `zed` is a retained workspace module, crate, or source path required by the current build graph and is not a packaged product label.
.github/workflows/bump_orion_studio_version.yml	zed	640921bf41d86bf6d04ace6927826d5a05bb913277ad43d5c39016b7d4d682f4	1	abi	At .github/workflows/bump_orion_studio_version.yml:228, `zed` is a retained workspace module, crate, or source path required by the current build graph and is not a packaged product label.
.github/workflows/bump_orion_studio_version.yml	zed	828a24cd188d4bfd3fdbc37d7c215a1db7fc4017472795537500201332aab5a2	1	abi	At .github/workflows/bump_orion_studio_version.yml:40, `zed` is a retained workspace module, crate, or source path required by the current build graph and is not a packaged product label.
.github/workflows/bump_orion_studio_version.yml	zed	c8041bde41f5bcd63ec4390519962c7613f59fb36c83e3ce44adf1354b1465d7	1	abi	At .github/workflows/bump_orion_studio_version.yml:183, `zed` is a retained workspace module, crate, or source path required by the current build graph and is not a packaged product label.
.github/workflows/bump_orion_studio_version.yml	zed	c8041bde41f5bcd63ec4390519962c7613f59fb36c83e3ce44adf1354b1465d7	2	abi	At .github/workflows/bump_orion_studio_version.yml:235, `zed` is a retained workspace module, crate, or source path required by the current build graph and is not a packaged product label.
.github/workflows/bump_patch_version.yml	zed	a735ab17ce53f360c70ac479c9bd779b0673a8aa0765bfe10743f169f529e4c0	1	abi	At .github/workflows/bump_patch_version.yml:39, `zed` is a retained workspace module, crate, or source path required by the current build graph and is not a packaged product label.
.github/workflows/compliance_check.yml	zed	628fa1ac0437d6518fa604a25afeabd001f3ed3f19d774325019815872b4443e	1	abi	At .github/workflows/compliance_check.yml:30, `zed` is a retained workspace module, crate, or source path required by the current build graph and is not a packaged product label.
.github/workflows/compliance_check.yml	zed	ff3fe3aaa19c4fb003864eb0660df2cf4e3641db6670f4945ce6f46a8db0c1cd	1	abi	At .github/workflows/compliance_check.yml:32, `zed` is a retained workspace module, crate, or source path required by the current build graph and is not a packaged product label.
.github/workflows/deploy_collab.yml	Zed	67ea8c8215917239bf265935a2b7385d11fbcd28b299dad0f90e01490d8405e4	1	upstream	At .github/workflows/deploy_collab.yml:153, `Zed` credits or discusses the actual upstream Zed project rather than presenting it as Orion identity.
.github/workflows/deploy_collab.yml	zed	3bb112822579f409bbee57bf0c1472272cbe80e0f4c45f650fbc18b401cb567d	1	upstream	At .github/workflows/deploy_collab.yml:152, `zed` credits or discusses the actual upstream Zed project rather than presenting it as Orion identity.
.github/workflows/deploy_collab.yml	zed	946c5baceeeb9e83cd8ca0cd3b3cf1cb113088a7fc06b4fb23e0bfee7bf9b9f9	1	upstream	At .github/workflows/deploy_collab.yml:348, `zed` credits or discusses the actual upstream Zed project rather than presenting it as Orion identity.
.github/workflows/deploy_collab.yml	zed	946c5baceeeb9e83cd8ca0cd3b3cf1cb113088a7fc06b4fb23e0bfee7bf9b9f9	2	upstream	At .github/workflows/deploy_collab.yml:849, `zed` credits or discusses the actual upstream Zed project rather than presenting it as Orion identity.
.github/workflows/extension_bump.yml	zed	b791ad06c54f0e3b4f8c974b4b8d4f12af87170c1f5935a30513d7319c7452d3	1	upstream	At .github/workflows/extension_bump.yml:297, `zed` credits or discusses the actual upstream Zed project rather than presenting it as Orion identity.
.github/workflows/extension_tests.yml	zed	7c1af9245c71e2d6ccf9ea07cb300c5e51e7c444799ce87b87eda6742ae5c626	1	abi	At .github/workflows/extension_tests.yml:130, `zed` is part of the frozen published `zed-extension` executable name; the manifest, upload path, cache, download, and invocation must match that artifact exactly and cannot be mechanically renamed without a coordinated republish.
.github/workflows/extension_tests.yml	zed	a58bed2af1df6318e3253d54c7521dc7577065e78f8bdcf03c94c89261440877	1	abi	At .github/workflows/extension_tests.yml:144, `zed` is part of the frozen published `zed-extension` executable name; the manifest, upload path, cache, download, and invocation must match that artifact exactly and cannot be mechanically renamed without a coordinated republish.
.github/workflows/extension_tests.yml	zed	a58bed2af1df6318e3253d54c7521dc7577065e78f8bdcf03c94c89261440877	2	abi	At .github/workflows/extension_tests.yml:144, `zed` is part of the frozen published `zed-extension` executable name; the manifest, upload path, cache, download, and invocation must match that artifact exactly and cannot be mechanically renamed without a coordinated republish.
.github/workflows/extension_tests.yml	zed	a91e82c80f0fea7ead47a1b099fcf8738c5e681f198ab3284882d56491914f9e	1	abi	At .github/workflows/extension_tests.yml:157, `zed` is part of the frozen published `zed-extension` executable name; the manifest, upload path, cache, download, and invocation must match that artifact exactly and cannot be mechanically renamed without a coordinated republish.
.github/workflows/extension_tests.yml	zed	d73270ed495bf1e224d4d3905dec1bf5ab713d0f05447149bda745508a0b5665	1	abi	At .github/workflows/extension_tests.yml:145, `zed` is part of the frozen published `zed-extension` executable name; the manifest, upload path, cache, download, and invocation must match that artifact exactly and cannot be mechanically renamed without a coordinated republish.
.github/workflows/extension_tests.yml	zed://	7b314d668f6fac6246f85d4ebf630109427084274e3a0cbae3990208e856afd1	1	test-fixture	At .github/workflows/extension_tests.yml:170, `zed://` exercises legacy URL, link, or identifier parsing without defining a production endpoint.
.github/workflows/nix_build.yml	zed	f70d2e926d448b60a0c828d1946df2553d44e5ce40cd3c8d154fc7e3f1d53f7b	1	upstream	At .github/workflows/nix_build.yml:42, `zed` credits or discusses the actual upstream Zed project rather than presenting it as Orion identity.
.github/workflows/nix_build.yml	zed	f70d2e926d448b60a0c828d1946df2553d44e5ce40cd3c8d154fc7e3f1d53f7b	2	upstream	At .github/workflows/nix_build.yml:80, `zed` credits or discusses the actual upstream Zed project rather than presenting it as Orion identity.
.github/workflows/publish_extension_cli.yml	ZED_EXTENSION_CLI_SHA	585225b6996419d343912fc484cc3f5a62b425156f8756da70502d1f07648dee	1	upstream	At .github/workflows/publish_extension_cli.yml:175, `ZED_EXTENSION_CLI_SHA` credits or discusses the actual upstream Zed project rather than presenting it as Orion identity.
.github/workflows/publish_extension_cli.yml	ZED_EXTENSION_CLI_SHA	7c98ac6427b146d73a105b7cbfbd4f0baf8c56bf3f73a3aa1b00139d42786814	1	compatibility	At .github/workflows/publish_extension_cli.yml:176, `ZED_EXTENSION_CLI_SHA` is the exact legacy environment/configuration input `ZED_EXTENSION_CLI_SHA` retained behind Orion-first resolution or an explicit compatibility adapter.
.github/workflows/release.yml	zed	6bd64586ea1c48b6df2c7b5ea782a18d84feb222cdc4ba0dee9dcbdfd28a08be	1	abi	At .github/workflows/release.yml:889, `zed` is a retained workspace module, crate, or source path required by the current build graph and is not a packaged product label.
.github/workflows/release.yml	zed	6bd64586ea1c48b6df2c7b5ea782a18d84feb222cdc4ba0dee9dcbdfd28a08be	2	abi	At .github/workflows/release.yml:974, `zed` is a retained workspace module, crate, or source path required by the current build graph and is not a packaged product label.
.github/workflows/release.yml	zed	cb360e8611f95791ad80ec594ba06d7f368dec2f156d0f7644248650b2d263ed	1	abi	At .github/workflows/release.yml:475, `zed` is a retained workspace module, crate, or source path required by the current build graph and is not a packaged product label.
.github/workflows/release.yml	zed	cb360e8611f95791ad80ec594ba06d7f368dec2f156d0f7644248650b2d263ed	2	abi	At .github/workflows/release.yml:556, `zed` is a retained workspace module, crate, or source path required by the current build graph and is not a packaged product label.
.github/workflows/release.yml	zed	cb360e8611f95791ad80ec594ba06d7f368dec2f156d0f7644248650b2d263ed	3	abi	At .github/workflows/release.yml:710, `zed` is a retained workspace module, crate, or source path required by the current build graph and is not a packaged product label.
.github/workflows/release.yml	zed	cb360e8611f95791ad80ec594ba06d7f368dec2f156d0f7644248650b2d263ed	4	abi	At .github/workflows/release.yml:802, `zed` is a retained workspace module, crate, or source path required by the current build graph and is not a packaged product label.
.github/workflows/release_nightly.yml	zed	2fe4e19a82f5ffd0ed1e7dd6ce6d013a31e7ee079b7990be019d106027d1b02e	1	abi	At .github/workflows/release_nightly.yml:565, `zed` is a retained workspace module, crate, or source path required by the current build graph and is not a packaged product label.
.github/workflows/release_nightly.yml	zed	2fe4e19a82f5ffd0ed1e7dd6ce6d013a31e7ee079b7990be019d106027d1b02e	2	abi	At .github/workflows/release_nightly.yml:655, `zed` is a retained workspace module, crate, or source path required by the current build graph and is not a packaged product label.
.github/workflows/release_nightly.yml	zed	6b21ba9d1d16c45be710d8ce423a183c8b86e9a5ae8ba1d943d38e88e25c6de9	1	abi	At .github/workflows/release_nightly.yml:145, `zed` is a retained workspace module, crate, or source path required by the current build graph and is not a packaged product label.
.github/workflows/release_nightly.yml	zed	6b21ba9d1d16c45be710d8ce423a183c8b86e9a5ae8ba1d943d38e88e25c6de9	2	abi	At .github/workflows/release_nightly.yml:229, `zed` is a retained workspace module, crate, or source path required by the current build graph and is not a packaged product label.
.github/workflows/release_nightly.yml	zed	6b21ba9d1d16c45be710d8ce423a183c8b86e9a5ae8ba1d943d38e88e25c6de9	3	abi	At .github/workflows/release_nightly.yml:380, `zed` is a retained workspace module, crate, or source path required by the current build graph and is not a packaged product label.
.github/workflows/release_nightly.yml	zed	6b21ba9d1d16c45be710d8ce423a183c8b86e9a5ae8ba1d943d38e88e25c6de9	4	abi	At .github/workflows/release_nightly.yml:475, `zed` is a retained workspace module, crate, or source path required by the current build graph and is not a packaged product label.
.github/workflows/release_nightly.yml	zed	6bd64586ea1c48b6df2c7b5ea782a18d84feb222cdc4ba0dee9dcbdfd28a08be	1	abi	At .github/workflows/release_nightly.yml:571, `zed` is a retained workspace module, crate, or source path required by the current build graph and is not a packaged product label.
.github/workflows/release_nightly.yml	zed	6bd64586ea1c48b6df2c7b5ea782a18d84feb222cdc4ba0dee9dcbdfd28a08be	2	abi	At .github/workflows/release_nightly.yml:661, `zed` is a retained workspace module, crate, or source path required by the current build graph and is not a packaged product label.
.github/workflows/release_nightly.yml	zed	cb360e8611f95791ad80ec594ba06d7f368dec2f156d0f7644248650b2d263ed	1	abi	At .github/workflows/release_nightly.yml:149, `zed` is a retained workspace module, crate, or source path required by the current build graph and is not a packaged product label.
.github/workflows/release_nightly.yml	zed	cb360e8611f95791ad80ec594ba06d7f368dec2f156d0f7644248650b2d263ed	2	abi	At .github/workflows/release_nightly.yml:233, `zed` is a retained workspace module, crate, or source path required by the current build graph and is not a packaged product label.
.github/workflows/release_nightly.yml	zed	cb360e8611f95791ad80ec594ba06d7f368dec2f156d0f7644248650b2d263ed	3	abi	At .github/workflows/release_nightly.yml:384, `zed` is a retained workspace module, crate, or source path required by the current build graph and is not a packaged product label.
.github/workflows/release_nightly.yml	zed	cb360e8611f95791ad80ec594ba06d7f368dec2f156d0f7644248650b2d263ed	4	abi	At .github/workflows/release_nightly.yml:479, `zed` is a retained workspace module, crate, or source path required by the current build graph and is not a packaged product label.
.github/workflows/run_tests.yml	zed://	7b314d668f6fac6246f85d4ebf630109427084274e3a0cbae3990208e856afd1	1	test-fixture	At .github/workflows/run_tests.yml:187, `zed://` exercises legacy URL, link, or identifier parsing without defining a production endpoint.
.gitignore	dev.zed.Zed	481464249bef1b7f0f4462488e058d62d73538e79e5b849e0c65452d350da2e7	1	compatibility	At .gitignore:32, `dev.zed.Zed` is an exact legacy path read, probe, cleanup, or sensitive-path match; canonical new data uses Orion paths.
.gitignore	zed	5eeae6334f5da1c34081abdee355c8b27289aa5ee54eb220cb506ec11b4604ca	1	abi	At .gitignore:37, `zed` is a retained source, serialized, protocol, or extension symbol required by current cross-module compatibility and is not user-facing copy.
.gitignore	zed	acba817788c7b3233fd6a8a175abc8d85959f97d71be51d3590bb7956ce12179	1	abi	At .gitignore:53, `zed` is a retained workspace module, crate, or source path required by the current build graph and is not a packaged product label.
.gitignore	zed	e958797864b2a3502516de89ea6ce37d6b41110f48dabada14794201ead5fd08	1	abi	At .gitignore:30, `zed` is a retained workspace module, crate, or source path required by the current build graph and is not a packaged product label.
.mailmap	Zed	964512396c9bb0dcd908af8f3bc9e6f334b48a250ae40546e741e9954c393d2c	1	historical	At .mailmap:10, `Zed` normalizes an immutable upstream contributor identity in Git history.
.mailmap	zed.dev	01140d59a3323395d4a436a087fd286f780ddb93600fd691065b571a0e9aecda	1	historical	At .mailmap:104, `zed.dev` normalizes an immutable upstream contributor identity in Git history.
.mailmap	zed.dev	03211d4e5fb65b698d89909c8e370ff6dc6b4b89bdd1c1c0a3937393a3221196	1	historical	At .mailmap:87, `zed.dev` normalizes an immutable upstream contributor identity in Git history.
.mailmap	zed.dev	070c1d4e9164755785898ee9051c66c63c767fc988786a568658556e4f558084	1	historical	At .mailmap:89, `zed.dev` normalizes an immutable upstream contributor identity in Git history.
.mailmap	zed.dev	12d45a83a1f4d726eac9f7d0eb9b8877e698d6fbe5a180410863d4ca32cd177c	1	historical	At .mailmap:145, `zed.dev` normalizes an immutable upstream contributor identity in Git history.
.mailmap	zed.dev	18c1debedebea4caa9388debf040fde4c33a8b75185864b88f6e27411f53fc55	1	historical	At .mailmap:88, `zed.dev` normalizes an immutable upstream contributor identity in Git history.
.mailmap	zed.dev	1b0960babcd9615341f2fdb4bb0d79cf1a357f544c729ad24b4cbafd382cc785	1	historical	At .mailmap:149, `zed.dev` normalizes an immutable upstream contributor identity in Git history.
.mailmap	zed.dev	2257d381e57b8eac532829e7fc2d72307b2279b4ea584241eda7db53cd9919ff	1	historical	At .mailmap:98, `zed.dev` normalizes an immutable upstream contributor identity in Git history.
.mailmap	zed.dev	250d08c26723544c29719cc4ade68909e0659751ca1f50b30653b906d3b533fd	1	historical	At .mailmap:30, `zed.dev` normalizes an immutable upstream contributor identity in Git history.
.mailmap	zed.dev	2adefbcaee12b4fcb6229978df44048c5906d1df57bcb70847ab52a0266f718d	1	historical	At .mailmap:66, `zed.dev` normalizes an immutable upstream contributor identity in Git history.
.mailmap	zed.dev	364afa8caa9a920dde8b0a8c723e65ec5caf4be3d5c482a83f23222606185368	1	historical	At .mailmap:40, `zed.dev` normalizes an immutable upstream contributor identity in Git history.
.mailmap	zed.dev	4115b6b48269102d3d686ef035c5e09994538b510c57d54f9461fba234e00753	1	historical	At .mailmap:80, `zed.dev` normalizes an immutable upstream contributor identity in Git history.
.mailmap	zed.dev	544f681ceb827df1f248b8cbae5b4a16eb40dcea852d47d4aca1382216b56b10	1	historical	At .mailmap:26, `zed.dev` normalizes an immutable upstream contributor identity in Git history.
.mailmap	zed.dev	556065021677f48f6a751b379ea53af0ecb770428cfc83e698be8a3f5e95ad7c	1	historical	At .mailmap:91, `zed.dev` normalizes an immutable upstream contributor identity in Git history.
